Jun 13 15:54:34.082 VTTY: Console port: waiting connection on tcp port 5007 for protocol IPv4 (FD 10)
Jun 13 15:54:34.348 C3600_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60693818,JIT on)
Jun 13 15:54:34.348 CPU0: CPU_STATE: Starting CPU (old state=2)...
Jun 13 15:54:34.536 ROM: Microcode has started.
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.581 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.582 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.582 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.582 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.582 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.582 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.582 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.583 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.583 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.583 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.583 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.584 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.585 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.585 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.585 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.585 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.585 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.585 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.585 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.585 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.586 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.586 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.586 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.586 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.586 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.586 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.586 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.586 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.587 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.587 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.587 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.587 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.587 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.587 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.587 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.587 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.587 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.587 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.587 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.588 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.588 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.588 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
Jun 13 15:54:34.588 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x60698718 (size=1)
